,ISO3,Country,CDD,Year_ref,Year_past,GDP_past,GDP,gdp_historical_growth,CDD_ssp1_rcp26_2100,CDD_ssp2_rcp45_2100,CDD_ssp5_rcp60_2100,exposure_times_cdd,ac_adoption,income_group,gdp_const_ssp1_rcp26,gdp_const_ssp2_rcp45,gdp_const_ssp5_rcp60
135,NOR,Norway,26.5493,2019,1990,42302.2634118752,64983.3542076922,0.014913231446203268,57.0,91.0,150.0,15.607492870695586,0.4121316618255251,high,0.006385103018229588,0.008030178870320759,0.009022006653446768
136,OMN,Oman,3571.08601,2019,1990,30462.2010842738,33814.1116228719,0.003606197521739407,3396.0,3826.0,4090.0,1368.7569079311365,0.6167113018005588,high,,0.00046961192770278437,0.0008832379575198779
137,PAK,Pakistan,2683.01501,2019,1990,3061.53338764049,5157.546571801,0.01814700534083724,3292.0,3578.0,3760.0,2483.398816750804,0.07439995397163135,lower middle,0.011834636201244919,0.014100369548068814,0.015192451287599162
138,PLW,Palau,3389.6163,2019,2000,13301.2542482505,17605.7854390714,0.014865686651683419,,,,2259.1213822465043,0.33351707618160076,upper middle,,,
139,PAN,Panama,2888.57141,2019,1990,11211.8311737749,32788.3325108816,0.03769671218445403,3045.0,3422.0,3691.0,1215.0824004661179,0.5793483255218822,high,0.0004165372110145338,0.0012317242283923502,0.0016936412669550371
140,PNG,Papua New Guinea,1424.25797,2019,1990,2907.40181039141,3947.93392384711,0.010605239407552425,2586.0,2966.0,3251.0,1360.9927502037756,0.04441977586140822,lower middle,0.023868583642096652,0.025367653672432766,0.02619389544684636
141,PRY,Paraguay,2067.12364,2019,1990,8818.62937058954,13609.72300919,0.015075191337133198,2077.0,2753.0,2899.0,1607.4258577653588,0.22238523779576191,upper middle,0.0001657311906058112,0.006472308681486183,0.007207468141666951
142,CHN,People's Republic of China,1152.79527,2019,1990,1423.89634790711,15977.7638279876,0.0869465635648794,1344.0,1581.0,1764.0,888.0777689444161,0.2296309743321413,upper middle,0.003991093315716787,0.006705690582234025,0.008067807110266445
143,PER,Peru,604.3276,2019,1990,5240.25762333255,12735.16827797,0.03109420621447545,1254.0,1381.0,1508.0,514.475429776321,0.14868122889584878,upper middle,0.014380984834895694,0.015102349407213556,0.015679219975930136
144,PHL,Philippines,3262.38354,2019,1990,4232.47759456684,8731.86086888555,0.025286516885039134,3361.0,3666.0,3867.0,2774.8533865516083,0.14943986428045541,lower middle,0.0015286381984342956,0.004861509520261098,0.006393197626358704
145,BOL,Plurinational State of Bolivia,963.39522,2019,1990,4437.86683057006,8528.74880360829,0.022782149926718676,1913.0,1835.0,2006.0,863.1962421755858,0.10400609816645578,lower middle,0.017115620166866075,0.01671284131108064,0.017542817559895507
146,POL,Poland,252.14149,2019,1990,11259.4374539943,33159.7644200741,0.037948201747651344,355.0,510.0,573.0,164.01371654659368,0.34951714393932676,high,0.004636854001085267,0.007309272473043249,0.00792049382891058
147,PRT,Portugal,294.47128,2019,1990,23556.8562074936,34945.6615139469,0.01369211120575442,643.0,860.0,965.0,181.90994050655829,0.3822489564803797,high,0.007032962280318467,0.008205861484991361,0.00856920089233193
148,PRI,Puerto Rico,2860.65615,2019,1990,21595.9785599867,34792.6467473505,0.01658075102326695,2610.0,2890.0,3147.0,1125.9482364085527,0.6064021058914918,high,,7.529962463292961e-05,0.0006626260035991205
149,QAT,Qatar,3674.9178,2019,2000,79400.4334133216,90840.429077198,0.007109395441585731,4247.0,4707.0,5115.0,113.71508095562464,0.9690564287028067,high,,,
150,MDA,Republic of Moldova,487.04149,2019,1995,5617.90810461968,12776.9218268725,0.034829538708746055,676.0,904.0,937.0,418.46824305652876,0.14079549350810183,upper middle,0.010108917138087703,0.013859297936257509,0.014197706843377844
151,MKD,Republic of North Macedonia,460.43918,2019,1990,11111.2456377054,16773.081717702,0.014301914724352827,570.0,852.0,920.0,372.36378138002715,0.19128562999346166,upper middle,0.006058012032374105,0.011320086757354186,0.011958935866760223
152,COG,Republic of the Congo,2717.22163,2019,1990,5007.31924472282,3695.06169357,-0.010424711062097303,3006.0,3727.0,3952.0,2583.6788321506156,0.04914681834377432,lower middle,0.010260666527945661,0.018199981404048993,0.01947513534800338
153,ROU,Romania,463.8894,2019,1990,13376.1021638667,30000.977830377,0.02824534684567559,677.0,923.0,999.0,295.29840624594596,0.36342928670940544,high,0.0047544736110787245,0.006928187676251918,0.007350241665422086
154,RUS,Russian Federation,201.01531,2019,1990,21482.748046875,27254.57421875,0.008239663171199396,359.0,597.0,612.0,147.11184197899934,0.26815603259771936,upper middle,0.008428559109699751,0.01133821642014432,0.011437465537781577
155,RWA,Rwanda,725.05754,2019,1990,933.013442984018,2190.6709601992,0.029869953886457745,961.0,1698.0,1900.0,712.5559859981264,0.017242154328708348,low,0.026693487566606944,0.03553360821637397,0.03641085655782916
156,KNA,Saint Kitts and Nevis,3063.24963,2019,1990,14178.6701029728,31194.6958348091,0.027562997988695992,,,,1341.1495012706705,0.5621808003709217,high,,,
157,LCA,Saint Lucia,3135.14278,2019,1990,11418.9771317943,15460.7100350716,0.010503932569942531,,,,2242.2912061904963,0.2847881696187068,upper middle,,,
158,VCT,Saint Vincent and the Grenadines,3161.65295,2019,1990,6480.04231703346,14183.2389300494,0.027379630656673593,3748.0,4032.0,4341.0,2341.0130980743365,0.2595603834145249,upper middle,0.0038101606445488656,0.004987085780761014,0.006000849850647194
159,STP,Sao Tome and Principe,2998.90766,2019,2001,2558.98351157163,4013.72189725452,0.025321320904596822,,,,2830.6646743254237,0.05610142250081018,lower middle,,,
160,SAU,Saudi Arabia,3540.35991,2019,1990,42163.801724703,47024.5443161916,0.0037694178667166955,3495.0,4055.0,4384.0,817.3431805483357,0.7691355677597378,high,,0.00046529609750467493,0.0007009885032716046
161,SEN,Senegal,3172.68754,2019,1990,2469.60318819172,3430.48388209103,0.011397002748277929,3763.0,4177.0,4373.0,3024.295109114978,0.046771839021065964,lower middle,0.014097068121685652,0.01758324679593337,0.018742158735290504
162,SRB,Serbia,522.21073,2019,1995,7752.20257571563,18306.8118974969,0.0364526913184271,756.0,1021.0,1086.0,408.03976079277277,0.218630071441135,upper middle,0.007733125211627723,0.010706264020596157,0.01115979057152594
163,SYC,Seychelles,3225.93412,2019,1990,15538.8028339525,29190.5502595482,0.02197961199852183,,,,1494.4015432457925,0.5367538555791113,high,,,
164,SLE,Sierra Leone,3070.6211,2019,1990,1433.118655869,1655.84325026579,0.0049937185681903085,3507.0,4015.0,4203.0,3014.3994064041867,0.018309550988174106,low,0.01988010688519104,0.025722156899381066,0.02704076029537328
165,SGP,Singapore,3462.52999,2019,1990,37326.3042375656,98455.3282334375,0.03401055871936842,,,,78.19041480753668,0.9774181263315104,high,,,
166,SXM,Sint Maarten (Dutch part),3069.87851,2019,2009,41969.4043812383,37570.5696994934,-0.011010917408161514,,,,1072.7274081872754,0.6505635631205238,high,,,
167,SVK,Slovak Republic,290.60547,2019,1992,11695.3492278696,32056.2997333253,0.038050604680246236,442.0,602.0,683.0,189.21335066792204,0.34889955557986563,high,0.005343954533995499,0.007455478480705491,0.008094940180641164
168,SVN,Slovenia,350.47239,2019,1995,21480.327975747,39034.2332483558,0.025199843063612892,486.0,763.0,780.0,195.2626113974094,0.4428587901106579,high,0.003326214989393561,0.005910446735844621,0.006002374627691598
169,SLB,Solomon Islands,3151.46672,2019,1990,2192.10302486372,2616.9084045149,0.006126700694552678,3086.0,3454.0,3678.0,3047.1100054455806,0.03311369715318435,lower middle,,0.012353867995044565,0.016106268553571113
170,SOM,Somalia,3207.82899,2019,2013,889.16667704912,1138.28593747493,0.042024744340001696,3805.0,4235.0,4484.0,3171.0792116070224,0.011456277285210814,low,0.026192166449031884,0.030416827822717707,0.03202456673015264
171,ZAF,South Africa,824.97062,2019,1990,10391.9641372069,13852.20596866,0.009960021249443063,1025.0,1386.0,1570.0,677.7194721604105,0.17849259630553815,upper middle,0.006509271342744372,0.010927934762206215,0.012125012254941225
172,SSD,South Sudan,3610.00257,2019,1990,,,,4217.0,4811.0,5079.0,,,low,,,
173,ESP,Spain,688.24775,2019,1990,27543.221532287,40782.2350436035,0.013626142735464919,837.0,1155.0,1223.0,323.6687669804587,0.5297205592310927,high,0.001653881647387001,0.003542521919008834,0.0038031163288116954
174,LKA,Sri Lanka,3119.25796,2019,1990,4040.02841677856,13639.0218853482,0.04284712575471916,3422.0,3805.0,3948.0,2346.8012794476085,0.24764116673197212,lower middle,0.002431815198653986,0.004506345342031759,0.005107741483585837
175,PSE,State of Palestine,1603.84507,2019,1994,3951.20549285021,6245.44869712345,0.01848200743902151,1607.0,2029.0,2272.0,1472.8754658659968,0.08165976039942768,upper middle,0.00021203846586814734,0.012046501193233139,0.014648860836770528
176,SDN,Sudan,3927.35561,2019,1990,2756.53002929688,4133.13037109375,0.014065673524947364,4435.0,5056.0,5471.0,3680.559250767594,0.06284033933774735,low,0.009772686082898385,0.014540065157120141,0.016465295309879613
177,SUR,Suriname,3173.00176,2019,1990,13633.7507927564,18449.1992080755,0.010484671660433653,3615.0,3978.0,4278.0,2078.947075416105,0.34480115907149556,upper middle,0.002201863454313502,0.0034594627985318205,0.004272227786413341
178,SWZ,Swaziland,970.20666,2019,1990,4909.26630206767,8501.26632860999,0.019114547587192776,1472.0,1920.0,2180.0,869.5008470758262,0.1037983113042884,lower middle,0.013898355296444453,0.017101482044968863,0.01818345255604914
179,SWE,Sweden,51.60369,2019,1990,34156.8202971425,52850.5691792533,0.015165788857880225,117.0,176.0,245.0,31.488954691046846,0.3897925770221694,high,0.007057469734831789,0.00851080908728541,0.009269881418190185
180,CHE,Switzerland,153.07716,2019,1990,56232.0260800298,69923.9312089954,0.007542839468984486,245.0,460.0,537.0,57.68295856467598,0.6231772358157417,high,0.002439748406882325,0.004133081103967928,0.004387318606830615
181,SYR,Syrian Arab Republic,1543.93173,2019,1990,,,,1745.0,2162.0,2322.0,,,low,,,
182,TJK,Tajikistan,820.52581,2019,1990,3990.8690350085,3575.28195629146,-0.0037847153088489405,912.0,1294.0,1485.0,793.096304320188,0.03342918083199842,lower middle,0.013268430209531834,0.024457369670854767,0.026486505366207558
183,THA,Thailand,3679.84641,2019,1990,7273.05910474223,17997.1330707129,0.031735775601262395,3925.0,4436.0,4726.0,2399.465521935922,0.34794411108698364,upper middle,0.0011601630951996178,0.0029399301172152725,0.003700878021251297
184,TLS,Timor-Leste,2392.45886,2019,2000,2314.81009900916,3737.79654389172,0.025540100685612632,2860.0,3261.0,3529.0,2277.4193663672404,0.04808420974593475,lower middle,0.014201067548595736,0.018237400022449446,0.019945175219207467
185,TGO,Togo,3483.11151,2019,1990,1740.3102860814,2073.12978101301,0.006052588657428082,3753.0,4227.0,4470.0,3394.9077456215077,0.025323267465098276,low,0.012876696938715293,0.020120762760854394,0.022173105663968906
186,TON,Tonga,2420.33962,2019,1990,3625.49964148949,6344.42144807383,0.019483364138272563,,,,2194.2226443371223,0.09342365583507561,upper middle,,,
187,TTO,Trinidad and Tobago,3141.20648,2019,1990,9766.81788994698,25306.6179563327,0.03337503694677468,3338.0,3647.0,3933.0,1665.1816775624823,0.4698910472251151,high,0.0007024225287957098,0.001598866723262704,0.0022660271819308075
188,TUN,Tunisia,1325.47129,2019,1990,5660.28903741381,11113.8028778222,0.023538725146843742,1716.0,2012.0,2150.0,1118.3934316390212,0.1562296067242458,lower middle,0.008126264753620216,0.010720070831000461,0.011564737339605724
189,TUR,Turkey,761.64796,2019,1990,12535.9196393844,28150.0589486703,0.028287579263843288,808.0,1098.0,1186.0,470.84302300546256,0.38181016987761307,upper middle,0.0009402537422236179,0.004381448962633261,0.0049999705348082735
190,TKM,Turkmenistan,1519.91315,2019,1990,7137.60372013329,14992.6039650936,0.02592270789978235,1638.0,2049.0,2242.0,1171.3138436280753,0.22935475383703652,upper middle,0.0022011043275240727,0.006470920404512137,0.007651062897179539
191,TCA,Turks and Caicos Islands,3120.64259,2019,2011,25731.2832531353,25933.5112061295,0.0009790417588941835,,,,1622.8756370536066,0.4799546598979133,high,,,
192,TUV,Tuvalu,3544.9044,2019,1990,2703.29377494064,4831.73372549984,0.020227176301141903,,,,3281.8852053373844,0.07419641405918187,upper middle,,,
193,UGA,Uganda,1752.14878,2019,1990,901.660809496259,2250.01492164686,0.03203531548922833,2172.0,2815.0,3059.0,1711.7664775851802,0.023047302190182695,low,0.021793953495599094,0.0282526777662937,0.02952999196749606
194,UKR,Ukraine,404.8818,2019,1990,16428.48046875,12804.955078125,-0.008555749160214954,536.0,771.0,810.0,350.5260777788454,0.13425084116192587,lower middle,0.009565788919775553,0.01450662576830064,0.014954314943098845
195,ARE,United Arab Emirates,3865.06517,2019,1990,105893.626059104,71782.1538362575,-0.013317396207980003,3999.0,4481.0,4819.0,286.9084989599694,0.9257687810319717,high,2.892069877225012e-05,0.00011420424053154576,0.00016004992187768075
196,GBR,United Kingdom,40.05914,2019,1990,31308.1408749408,47088.2055266782,0.014173449069041721,107.0,171.0,275.0,26.98796700455828,0.3262968949268936,high,0.009210053431072174,0.010708468721905673,0.011574223256873406
197,TZA,United Republic of Tanzania,1974.18755,2019,1990,1338.01904296875,2577.78955078125,0.02286938013999773,2005.0,2683.0,2966.0,1918.1519789427414,0.028384117333360104,lower middle,0.004069526802388035,0.02281862411993285,0.025084967719042117
198,USA,United States,967.21914,2019,1990,40451.498404837,62470.9299128669,0.015098980577769261,1073.0,1398.0,1528.0,227.40862198438506,0.7648840758213438,high,0.0003703706553372932,0.0011332916104431767,0.0013409459225175446
199,VIR,United States Virgin Islands,3108.07969,2019,1990,,,,,,,,,high,,,
200,URY,Uruguay,627.54541,2019,1990,11112.7364045813,23552.842731429,0.02624025341470504,699.0,868.0,991.0,437.4896688941931,0.3028557584475152,high,0.0021952057063425734,0.0052241509609112224,0.006547959546631121
201,UZB,Uzbekistan,1080.56806,2019,1990,3638.87684030839,7403.74278036323,0.02479589739405985,1194.0,1609.0,1761.0,983.0589367274106,0.09023876133502362,lower middle,0.006614414346913344,0.014735986613865437,0.016109026023156447
202,VUT,Vanuatu,2693.38866,2019,1990,2774.13834955161,3070.40405038143,0.003505058440042008,2455.0,2744.0,3003.0,2588.9410839167886,0.038779244018652514,lower middle,,0.0036333148656948477,0.01238044762466406
203,VNM,Viet Nam,3034.63204,2019,1990,2099.39464903207,10252.0046223512,0.056206371496060115,3358.0,3840.0,4039.0,2496.859378925348,0.1772118181005733,lower middle,0.0037115463763774947,0.006914690610839491,0.00783874079222624
204,WSM,Western Samoa,3105.88948,2019,1990,3655.95187219683,6346.25634091549,0.01919952300593586,3699.0,4082.0,4222.0,2794.7562852927426,0.10017523054531141,lower middle,0.008865355605127245,0.011488963054599788,0.012216484800269711
205,YEM,Yemen,2152.03753,2019,1990,,,,1853.0,2348.0,2481.0,,,low,,,
206,ZMB,Zambia,1596.08778,2019,1990,2290.03922595464,3372.3589795823,0.013435788993992226,1809.0,2443.0,2765.0,1536.098453857914,0.03758522989386348,lower middle,0.013582339251034803,0.022854260507538582,0.024809600403972842
207,ZWE,Zimbabwe,1442.73567,2019,1990,2704.75729926729,2203.39680951757,-0.007044450415645831,1498.0,2023.0,2255.0,1412.1359893204365,0.021209485088535707,lower middle,0.009600316346159099,0.02628440878826943,0.028558658986852725
