,ISO3,CDD,Year_ref,Year_past,GDP_past,GDP,gdp_historical_growth,CDD_ssp1_rcp26_2100,CDD_ssp2_rcp45_2100,CDD_ssp5_rcp60_2100,Country,income_group,CDD_ssp1_rcp26_2100_diff,CDD_ssp2_rcp45_2100_diff,CDD_ssp5_rcp60_2100_diff,exposure_times_cdd,ac_adoption,gdp_const_ssp1_rcp26,gdp_const_ssp2_rcp45,gdp_const_ssp5_rcp60,gdp_const_ssp1_rcp26_custom_exp_cdd,gdp_const_ssp2_rcp45_custom_exp_cdd,gdp_const_ssp5_rcp60_custom_exp_cdd
67,IRL,4.23573,2019,1990.0,26781.6276093907,86925.9065817976,0.041433293055659126,28.0,59.0,93.0,Ireland,high,23.76427,54.764269999999996,88.76427,4.233750762784754,0.000467271807987224,,,,,,
68,IRN,1354.99549,2019,1990.0,9442.24811639528,14084.3535121898,0.013884136197312325,1505.0,1880.0,2090.0,Iran,upper middle,150.00450999999998,525.00451,735.00451,898.3409131583339,0.33701556958072687,0.0014928893068617555,0.003548551093056407,0.004198807651286884,0.012137054012642645,0.011684965664941815,0.011475745968917428
69,ISR,1537.09814,2019,1995.0,26891.425122526,41151.0067396475,0.017884755764003835,1651.0,2044.0,2270.0,Israel,high,113.90185999999994,506.90185999999994,732.9018599999999,100.14734865496068,0.9348464837417859,,,,,,
70,ITA,681.71964,2019,1990.0,36585.6799028741,42739.0499116836,0.005374949203398538,799.0,1101.0,1166.0,Italy,high,117.28035999999997,419.28036,484.28036,157.04162808712843,0.7696389851887964,,,,,,
71,JAM,3097.91909,2019,1990.0,8692.50223491895,10244.3661921245,0.0056804547605158184,2797.0,3119.0,3348.0,Jamaica,upper middle,-300.91908999999987,21.08091000000013,250.08091000000013,2310.551402967154,0.25416018435550747,,0.00015148670319131696,0.0015207000118031555,0.014901988594439253,0.02709521971206197,0.027112046412642865
72,JPN,879.84362,2019,1990.0,32846.3896070232,41654.3279152693,0.00822548775539822,1066.0,1197.0,1402.0,Japan,high,186.15638,317.15638,522.15638,151.5104625644406,0.8277984188094236,,,,,,
73,JOR,1481.92829,2019,1990.0,8127.6265386227,9534.6609493486,0.0055208647203743855,1579.0,1984.0,2196.0,Jordan,upper middle,97.07170999999994,502.07170999999994,714.0717099999999,1183.3344475730491,0.2014900750878782,0.0018133176828445396,0.005710907439595125,0.006758550552845577,0.016924343597822133,0.016462027796719347,0.016262375508192317
74,KAZ,543.91172,2019,1990.0,13475.6398976651,26351.8044418782,0.02339544922200365,595.0,904.0,986.0,Kazakhstan,upper middle,51.088280000000054,360.08828000000005,442.08828000000005,267.55334208428104,0.5080941773339962,0.0007194692680227988,0.0023171375507129444,0.002431560271460631,0.006153190874557124,0.005403219273253157,0.005222667407052128
75,KEN,1471.73062,2019,1990.0,3655.36205689276,4601.21137258037,0.007966894507559497,1420.0,2021.0,2190.0,Kenya,lower middle,-51.730620000000044,549.26938,718.26938,1370.014564074982,0.06911322937958453,,0.012677145777888477,0.01388990364806042,0.02633565883871891,0.0256096420386136,0.025450512657319013
76,KOR,755.0332,2019,1990.0,12656.3960621654,42758.5903686092,0.04287316848200917,940.0,1105.0,1287.0,South Korea,high,184.96680000000003,349.96680000000003,531.9668,152.0827089719358,0.798574805754322,,,,,,
77,KWT,3462.88263,2019,1992.0,41446.9637511501,47314.7968373973,0.004916060966189573,3903.0,4355.0,4696.0,Kuwait,high,440.11736999999994,892.1173699999999,1233.11737,1.6546489195933278,0.9995221758585583,0.008423828054834104,0.008380129335325837,0.008350038650903224,0.007916954766380657,0.007926872762347381,0.007930281026770514
78,KGZ,252.31133,2019,1990.0,5158.31756938857,5258.36669631142,0.0006626329145367205,221.0,455.0,543.0,Kyrgyz Republic,lower middle,-31.311329999999998,202.68867,290.68867,234.48202798953983,0.07066389769520132,,0.020392275978012186,0.021918384752201536,0.015992560882982287,0.026454857319760938,0.026468854273063114
79,LAO,2620.65878,2019,1990.0,1939.08623861287,7840.07138309428,0.04935268732508735,2876.0,3496.0,3703.0,Laos,lower middle,255.3412199999998,875.3412199999998,1082.3412199999998,2188.1818645467933,0.16502603038355368,0.0029125999942594127,0.006356245418390083,0.007026878729647246,0.030468794791871145,0.0305180705255661,0.030527801311605707
80,LVA,104.04162,2019,1995.0,9599.14600512054,31038.6792668747,0.05011358412832312,221.0,360.0,409.0,Latvia,high,116.95838,255.95838,304.95838000000003,76.36780233650666,0.2659879542772723,0.006008553137397454,0.01087372800011921,0.012556890378835783,,0.003321780942765473,0.0039745508598370005
81,LBN,1056.62027,2019,1990.0,5855.80521329743,17185.0470183692,0.03782206537874089,1050.0,1345.0,1544.0,Lebanon,upper middle,-6.620269999999891,288.3797300000001,487.3797300000001,628.0705185122316,0.4055853968122042,,0.002265804988544229,0.0030647215920656112,0.01040934183520803,0.009887269854345737,0.009601148645944635
82,LSO,229.16774,2019,1990.0,1265.91890955313,2452.02766699795,0.023058979772033084,242.0,402.0,519.0,Lesotho,lower middle,12.832259999999991,172.83226,289.83226,223.56432587493504,0.024451147116365424,0.010216817668242228,0.029369921630784335,0.03193573355962598,0.02844278068581141,0.03587254599832912,0.03620913685838412
83,LBR,2922.18878,2019,2000.0,1725.14489392022,1455.63764867217,-0.008900521760791147,3204.0,3708.0,3896.0,Liberia,low,281.81122000000005,785.81122,973.81122,2886.0665902869114,0.012361347069811401,0.016661551899807225,0.022998900986924253,0.02421466921780291,0.05214526350897386,0.05217453141429007,0.05218142376831025
